ID,screentest,lat,lon,sido,sigungu,centername,address,telephone
471,O,34.833537,126.352483,전남,신안군,신안군보건소,전라남도 신안군 압해읍 천사로 1004,061-240-8084
472,X,34.722497,125.93277,전남,신안군,신안대우병원,전라남도 신안군 비금면 송치길 155-11,061-262-3301
473,O,34.769254,127.654244,전남,여수시,여천전남병원,"전라남도 여수시 무선로 95 (선원동, (선원동))",061-690-6000
474,O,34.759305,127.660645,전남,여수시,여수시보건소,전라남도 여수시 시청서4길 47 (학동),061-659-4252
475,O,34.744849,127.727973,전남,여수시,여수전남병원,"전남 여수시 좌수영로 49(광무동,전남병원)",061-640-7118
476,O,34.761454,127.675194,전남,여수시,여수한국병원,여수시 여천체육공원길 10,061-689-9119
477,O,34.766133,127.663545,전남,여수시,여수제일병원,여수시 쌍봉로 70,061-689-8119
478,O,35.284599,126.498977,전남,영광군,영광종합병원,전라남도 영광군 영광읍 와룡로 3,061-350-8119
479,O,35.275139,126.511069,전남,영광군,영광기독병원,전라남도 영광군 영광읍 신남로 265,061-350-3000
480,O,35.274435,126.504225,전남,영광군,영광군보건소,전라남도 영광군 영광읍 신남로4길 17,061-350-5552
481,O,34.794344,126.700911,전남,영암군,영암병원,전라남도 영암군 영암읍 오리정길 8,061-470-7100
482,O,34.795654,126.704024,전남,영암군,영암군보건소,전라남도 영암군 영암읍 오리정길 39,061-470-6536
483,O,34.317162,126.735688,전남,완도군,완도대성병원,전라남도 완도군 완도읍 청해진동로 63,061-553-1234
484,O,34.336281,126.731267,전남,완도군,완도군보건의료원,전라남도 완도군 완도읍 농공단지길 34,061-550-6767
485,O,35.30597,126.783637,전남,장성군,장성병원,전라남도 장성군 장성읍 역전로 171,061-390-9000
486,O,35.304522,126.782448,전남,장성군,장성군보건소,전라남도 장성군 장성읍 청운11길 13,061-390-8333
487,O,34.677174,126.910898,전남,장흥군,장흥종합병원,전라남도 장흥군 장흥읍 흥성로 74 (74),061-862-8300
488,O,34.676432,126.90848,전남,장흥군,장흥군보건소,전라남도 장흥군 장흥읍 흥성로 49,061-860-6481
489,O,34.482465,126.264184,전남,진도군,진도한국병원,전라남도 진도군 진도읍 남문길 48,061-542-7575
490,O,34.480392,126.26294,전남,진도군,진도군보건소,전라남도 진도군 진도읍 남동1길 40-9,061-540-6074
491,O,35.061894,126.520024,전남,함평군,함평성심병원,전라남도 함평군 함평읍 영수길 132-  ( ),061-324-0001
492,O,35.062402,126.52434,전남,함평군,함평군보건소,전라남도 함평군 함평읍 중앙길 54-8,061-320-2417
493,O,34.571755,126.612805,전남,해남군,해남종합병원,전라남도 해남군 해남읍 해남로 45,061-536-4116
494,O,34.583489,126.645936,전남,해남군,해남우리종합병원,전남 해남군 옥천면 해남로 597,061-530-7000
495,O,34.570587,126.612288,전남,해남군,해남군보건소,전라남도 해남군 해남읍 해남로 46,061-531-3745
496,O,35.056505,126.989623,전남,화순군,화순고려병원,전라남도 화순군 화순읍 충의로 109,061-370-3700
497,O,35.05924,127.002639,전남,화순군,화순전남대학교병원,전남 화순군 화순읍 서양로 322,061-1899-0000
498,O,35.058453,126.989918,전남,화순군,화순성심병원,전남 화순군 화순읍 만연로 31,061-370-9114
499,O,35.05757,126.982314,전남,화순군,화순군보건소,전라남도 화순군 화순읍 쌍충로 62,061-379-5342
500,O,35.826448,128.737381,경북,경산시,세명병원,경상북도 경산시 경안로 208 (중방동),053-819-8500
501,O,35.808974,128.740277,경북,경산시,경산중앙병원,경상북도 경산시 경안로 11 (백천동),053-715-0119
502,O,35.825,128.743321,경북,경산시,경산시 보건소,경상북도 경산시 남매로 158 (중방동),053-810-6314
503,O,35.859504,129.224587,경북,경주시,경주시 보건소,경상북도 경주시 양정로 300 (동천동),054-779-8573
504,O,35.874405,129.1914,경북,경주시,경주시 주민건강지원센터,경주시 현곡면 용담로307,054-779-8668
505,O,35.725191,128.264877,경북,고령군,고령군보건소,경북 고령군 대가야읍 왕릉로 56-5 고령군보건소,054-954-1300
506,O,35.730221,128.272143,경북,고령군,고령영생병원,경상북도 고령군 대가야읍 중앙로 33,054-955-2661
507,O,36.102889,128.382526,경북,구미시,구미순천향병원,"경상북도 구미시 1공단로 179 (공단동, (공단동))",054-468-9114
508,O,36.114457,128.340601,경북,구미시,구미차병원,경상북도 구미시 신시로10길 12 (형곡동),054-450-9700
509,X,36.096261,128.422915,경북,구미시,구미강동병원,경상북도 구미시 인동20길 46 (진평동),054-453-7575
510,O,36.139909,128.345923,경북,구미시,구미시 구미보건소,경상북도 구미시 선산대로 111 (지산동),054-480-4032
511,O,36.229672,128.569576,경북,군위군 ,군위군보건소,경상북도 군위군 군위읍 군청로 70,054-383-4000
512,O,36.122668,128.126482,경북,김천시,김천의료원,경상북도 김천시 모암길 24 (모암동),054-432-8901
513,O,36.13543,128.118761,경북,김천시,김천제일병원,경상북도 김천시 신음1길 12 (신음동),054-420-9440
514,O,36.139471,128.112851,경북,김천시,김천시 보건소,경상북도 김천시 시청1길 221 (신음동),054-433-4000
515,O,36.114338,128.143213,경북,김천시,김천소년교도소 부속의원,경북 김천시 영남대로 1968,054-429-5575
516,O,36.584482,128.189308,경북,문경시,문경제일병원,경상북도 문경시 당교3길 25 (모전동),054-550-7700
517,O,36.595971,128.199069,경북,문경시,문경중앙병원,경상북도 문경시 중앙로 117-18 (점촌동),054-555-2011
518,O,36.59623,128.19754,경북,문경시,문경시 보건소,경상북도 문경시 점촌1길 9 (점촌동),054-555-2033
519,O,36.890459,128.742092,경북,봉화군,봉화군 보건소,경상북도 봉화군 봉화읍 봉화로 1203,054-673-4000
520,O,36.891698,128.733361,경북,봉화군,봉화해성병원,경상북도 봉화군 봉화읍 보밑길 3,054-674-0011
521,O,36.42033,128.159739,경북,상주시,상주성모병원,경상북도 상주시 냉림서성길 7 (냉림동),054-532-5001
522,O,36.416716,128.150514,경북,상주시,상주시 보건소,경상북도 상주시 중앙로 111 (무양동),054-535-4000
523,O,35.917133,128.279051,경북,성주군,성주군보건소 ,경상북도 성주군 성주읍 성밖숲길 12,054-933-2400
524,O,36.56703,128.730301,경북,안동시,안동시보건소,경북 안동시 서동문로 165,"054-840-5999,5917"
525,O,36.568007,128.732147,경북,안동시,안동의료원,경상북도 안동시 태사2길 55 (북문동),054-850-6055
526,O,36.547573,128.700713,경북,안동시,안동병원,경상북도 안동시 앙실로 11 (수상동),054-840-1004
527,O,36.567193,128.722827,경북,안동시,안동성소병원 ,경상북도 안동시 서동문로 99 (금곡동),054-850-8114
528,O,36.524759,129.402416,경북,영덕군,영덕아산병원 ,경상북도 영덕군 영해면 영덕로 1621,054-730-0114
529,O,36.418171,129.367651,경북,영덕군,영덕군보건소,경북 영덕군 영덕읍 군청길 53,054-730-6893
530,O,36.661952,129.118026,경북,영양군 ,영양군보건소,경북 영양군 영양읍 동서대로 82,054-680-5196
531,O,36.662644,129.117235,경북,영양군 ,영양병원,경상북도 영양군 영양읍 동서대로 75,054-682-0727
532,O,36.806023,128.621721,경북,영주시,영주시보건소,경상북도 영주시 시청로1번길 19 (휴천동),054-631-4000
533,O,35.957365,128.913163,경북,영천시,영남대학교 영천병원 ,경상북도 영천시 오수1길 10 (오수동),054-338-9000
534,O,35.968608,128.932444,경북,영천시,영천시 보건소,경상북도 영천시 옛군청1길 31 (문내동),054-339-7860
535,O,36.657716,128.452963,경북,예천군,예천군보건소,경상북도 예천군 예천읍 군청길 33,054-650-8616
536,O,36.657779,128.459207,경북,예천군,예천권병원,경상북도 예천군 예천읍 시장로 136,054-654-6611
537,O,37.486007,130.899566,경북,울릉군,울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,054-790-6871
538,O,36.992636,129.409542,경북,울진군 ,울진군의료원 ,경상북도 울진군 울진읍 현내항길 71,054-785-7015
539,O,36.345799,128.697394,경북,의성군 ,의성군보건소,경상북도 의성군 의성읍 북부길 150,054-830-6660
540,O,36.354467,128.694751,경북,의성군 ,공생병원,경상북도 의성군 의성읍 문소3길 96-0 (공생병원),054-834-3881
541,O,35.648529,128.737228,경북,청도군,청도군보건소(치매안심센터),청도군 화양읍 산성강변길 471,"054-370-6566, 2673"
542,O,36.43099,129.052747,경북,청송군,청송군보건의료원,경상북도 청송군 청송읍 의료원길 19,054-870-7100
543,O,36.529474,129.046711,경북,청송군,경북북부제2교도소 부속의원,경북 청송군 진보면 양정길 110,054-870-2575
544,O,35.990919,128.418381,경북,칠곡군 ,칠곡군보건소,경상북도 칠곡군 왜관읍 관문로1길 30,054-973-4000
545,X,35.996142,128.401561,경북,칠곡군 ,왜관병원,경상북도 칠곡군 왜관읍 군청2길 10,054-971-1002
546,O,36.070669,129.380434,경북,포항시,포항시 북구보건소,경상북도 포항시 북구 삼흥로 98 (장성동),054-270-4114
547,O,35.992384,129.396206,경북,포항시,포항시 남구보건소,경상북도 포항시 남구 동해안로 6119 (인덕동),054-270-4004
548,O,36.017874,129.362059,경북,포항시,포항세명 기독병원,경상북도 포항시 남구 포스코대로 351 (대도동),054-275-0005
549,O,36.015805,129.339908,경북,포항시,포항 성모병원,"경상북도 포항시 남구 대잠동길 17 (대잠동, (대잠동))",054-272-0151
550,O,36.034869,129.354959,경북,포항시,포항의료원,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",054-247-0551
551,O,34.872773,128.626815,경남,거제시 ,의료법인 거제백병원,경상남도 거제시 계룡로5길 14 (상동동),055-733-0119
552,O,34.871998,128.722149,경남,거제시 ,의료법인 대우병원,경상남도 거제시 두모길 16 (두모동),055-680-8119
553,O,34.891858,128.636714,경남,거제시 ,거제시 보건소,경상남도 거제시 수양로 506 (양정동),055-639-6133
554,O,34.897853,128.643749,경남,거제시 ,맑은샘병원,경상남도 거제시 연초면 거제대로 4477,055-736-1004
555,O,35.686567,127.909111,경남,거창군 ,거창적십자병원,경상남도 거창군 거창읍 중앙로 91,055-944-3251
556,O,35.682551,127.910045,경남,거창군 ,거창군 보건소,경상남도 거창군 거창읍 거함대로 3079 (보건소),055-940-8337
557,O,34.969446,128.315363,경남,고성군 ,고성군 보건소,경상남도 고성군 고성읍 남포로79번길 103-3,055-670-4013
558,O,35.229423,128.87002,경남,김해시,김해중앙병원,경상남도 김해시 분성로 94-8 (외동),055-330-6007
559,O,35.262303,128.861599,경남,김해시,조은금강병원,경상남도 김해시 김해대로 1814-37 (삼계동),055-330-0300
560,O,35.208685,128.805595,경남,김해시,갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),055-310-6114
561,O,35.232302,128.870855,경남,김해시,김해시 보건소,경상남도 김해시 분성로 227 (외동),055-330-4483
562,O,34.846177,127.894383,경남,남해군 ,의료법인이도의료 재단 남해병원,경상남도 남해군 남해읍 화전로 169,055-863-2201
563,O,34.844796,127.898785,경남,남해군 ,남해군 보건소,경상남도 남해군 남해읍 선소로 6,055-860-8730
564,X,35.484563,128.755574,경남,밀양시 ,밀양 윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동),055-354-2200
565,O,35.485724,128.75602,경남,밀양시 ,밀양시 보건소,경상남도 밀양시 삼문중앙로 41 (삼문동),055-359-7015
566,O,34.933048,128.080108,경남,사천시,삼천포서울병원,경상남도 사천시 남일로 33 (동금동),055-835-9018
567,O,35.004411,128.064119,경남,사천시,사천시 보건소,경상남도 사천시 용현면 시청로 77,055-831-3620
568,O,34.937367,128.079501,경남,사천시,의료법인승연의료재단 제일병원,경남 사천시 중앙로136,055-833-4400
569,O,35.416002,127.884036,경남,산청군,산청군보건의료원,경상남도 산청군 산청읍 중앙로 97,055-970-7500
570,O,35.327958,129.006267,경남,양산시 ,양산부산대학교병원,경상남도 양산시 물금읍 금오로 20,055-360-1476
571,X,35.353315,129.043706,경남,양산시 ,베데스다 병원,양산시 신기로 28,055-384-9911
572,X,35.406403,129.164445,경남,양산시 ,웅상중앙병원,양산시 서창로 59,055-912-1032
573,O,35.335763,129.024919,경남,양산시 ,양산시 보건소,경상남도 양산시 삽량로 169 (중부동),055-392-5220
574,X,35.318585,128.258773,경남,의령군 ,의령병원,경상남도 의령군 의령읍 의병로14길 10,055-573-4100
575,O,35.317779,128.254681,경남,의령군 ,의령군 보건소,경상남도 의령군 의령읍 의병로8길 16,055-570-4045
576,O,35.179394,128.090412,경남,진주시,진주제일병원,진주시 진주대로 885,055-756-2900
577,O,35.178445,128.092001,경남,진주시,진주고려병원,진주시 동진로 2,055-751-2525
578,O,35.191821,128.088228,경남,진주시,진주반도병원,진주시 남강로 701,055-749-0679
579,O,35.185257,128.069568,경남,진주시,진주복음병원,진주시 진양호로 370,055-749-7119
580,O,35.174453,128.09299,경남,진주시,진주세란병원,진주시 진주대로 829,055-760-7575
581,O,35.166301,128.128628,경남,진주시,진주한일병원,진주시 범골로 17,055-750-1333
582,O,35.214761,128.122939,경남,진주시,진주시 보건소,경상남도 진주시 월아산로 2026 (초전동),055-749-5714
583,X,35.542183,128.493386,경남,창녕군,태황의료재단 한성병원,경상남도 창녕군 창녕읍 교리1길 2,055-530-5000
584,O,35.545409,128.488379,경남,창녕군,창녕군 보건소,경상남도 창녕군 창녕읍 우포2로 1189-35,055-530-6217
585,O,35.227956,128.685595,경남,창원시,창원시 창원보건소,경상남도 창원시 의창구 중앙대로162번길 9 (신월동),055-225-5744
586,O,35.186295,128.561576,경남,창원시,SMG연세병원,창원시 마산합포구 3·15대로 76,055-240-7777
587,O,35.182419,128.562916,경남,창원시,창원시 마산보건소,"경상남도 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소)",055-225-5944
588,O,35.13532,128.718698,경남,창원시,창원시 진해보건소,"경상남도 창원시 진해구 진해대로 1101 (풍호동, 진해보건소)",055-225-6123
589,O,35.154606,128.698377,경남,창원시,연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),055-548-7700
590,O,35.149724,128.66112,경남,창원시,세광병원,경상남도 창원시 진해구 중원동로 55-1 (중앙동),055-540-3700
591,O,35.242891,128.591918,경남,창원시,삼성창원병원,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",055-233-6121
592,O,35.198852,128.566464,경남,창원시,마산의료원,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),055-249-1116
593,O,35.198839,128.708105,경남,창원시,창원경상대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)","(주)055-214-1000
(야)055-214-2119"
594,O,35.221127,128.686615,경남,창원시,한마음창원병원,경상남도 창원시 성산구 원이대로682번길 21 (상남동),055-267-2000
595,X,35.218459,128.671026,경남,창원시,창원병원,경상남도 창원시 성산구 창원대로 721 (중앙동),055-280-7777
596,O,35.237206,128.645926,경남,창원시,창원파티마병원,창원시 의창구 창이대로 45,055-270-1020
597,O,34.842496,128.420006,경남,통영시 ,통영적십자병원,경상남도 통영시 중앙로 97 (서호동),055-644-8901
598,O,34.859858,128.432065,경남,통영시 ,통영시 보건소,경상남도 통영시 안개4길 108 (무전동),055-650-6050
599,O,35.083033,127.738776,경남,하동군 ,새하동병원,"경상남도 하동군 하동읍 화심길 39, 새하동병원",055-880-4200
600,O,35.06682,127.752961,경남,하동군 ,하동군 보건소,경상남도 하동군 하동읍 군청로 31,055-882-4000
601,O,35.309109,128.516015,경남,함안군,영동병원,경상남도 함안군 칠원읍 용산2길 45-13,055-586-2000
602,O,35.275743,128.410366,경남,함안군,함안군 보건소,경상남도 함안군 가야읍 중앙남4길 10,055-580-3113
603,O,35.520542,127.729253,경남,함양군 ,함양성심병원,경상남도 함양군 함양읍 고운로 70,055-963-4322
604,O,35.519656,127.731797,경남,함양군 ,함양군 보건소,경상남도 함양군 함양읍 한들로 141,055-960-5334
605,O,35.566358,128.16329,경남,합천군 ,삼성합천병원,경상남도 합천군 합천읍 대야로 876,055-933-3322
606,O,35.567976,128.156593,경남,합천군 ,합천군 보건소,경상남도 합천군 합천읍 동서로 39,055-930-3683
607,O,33.254966,126.564631,제주,서귀포,서귀포의료원,"제주특별자치도 서귀포시 장수로 47 (동홍동,(동홍동))",064-730-3000
608,O,33.254575,126.565488,제주,서귀포,서귀포열린병원,제주특별자치도 서귀포시 일주동로 8638 (동홍동),064-762-8001
609,O,33.489882,126.485193,제주,제주시,제주한라병원,"제주특별자치도 제주시 도령로 65 (연동, (연동))",064-740-5975
610,O,33.496254,126.546291,제주,제주시,한마음병원,제주특별자치도 제주시 연신로 52 (이도이동),064-750-9119
611,O,33.500463,126.516774,제주,제주시,한국병원,제주특별자치도 제주시 서광로 193 (삼도일동),064-750-0119
612,O,33.492309,126.470726,제주,제주시,중앙병원,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",064-786-7000
613,O,35.833368,128.541836,대구,달서구,달서구보건소 관할 자동차 이동형(Drive-thru) 임시선별진료소 ,대구 달서구 학산로 140 달서구노인종합복지관 ,053-667-5618
614,O,35.695319,128.445486,대구,달성군,달성군보건소 관할 자동차 이동형(Drive-thru) 임시선별진료소 ,대구 달성군 현풍읍 현풍로6길 5 도깨비시장,053-668-3333
615,O,35.859883,128.693293,대구,동구,동구보건소 관할 자동차 이동형(Drive-thru) 임시선별진료소 ,대구 동구 율하동 율하체육공원박주영축구장 ,053-662-3200
616,O,35.874043,128.542183,대구,서구,서구보건소 관할 자동차 이동형(Drive-thru) 임시선별진료소 ,대구 서구 당산로 403 서구 구민운동장 ,053-663-3111
